WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3445.6562723883435,130.2268076635365,0.7008190145889592,0.037438441272780856,25.387700805790523,13.505512566058956,59.353291266846334,974.5575854408264,964.400936827888,192.3364287946891,0.0,835627.4405639439,0.5299514463241654,0.4054794520547945,0.043835616438356165,0.10684931506849316,0.41643835616438357,0.0273972602739726,10,270,263,258,235,57.0,156.0,57.0,158.0,55.0,161.0,29.0,166.0,0.6000000000000001
1925,4607.486825487114,159.36433036475563,0.4836015644892589,0.039717964897415164,25.35436942515992,11.37727104815606,58.61886998227538,976.6858269587292,964.3989352671615,191.51798711502082,22.81618768712708,774517.4825791118,0.49119576520745295,0.32054794520547947,0.07945205479452055,0.1917808219178082,0.40821917808219177,0.0,0,272,271,266,261,66.0,158.0,66.0,159.0,64.0,162.0,63.0,166.0,0.8500000000000001
1926,3303.4547294228223,193.1228452527196,0.4876648694797686,0.06568880695329345,25.437808380156923,13.796934001706248,59.95728251882475,974.266164005179,964.3989352671615,192.62453472053082,21.727729113748307,864811.6082151921,0.5484599240329732,0.3835616438356164,0.06027397260273973,0.16164383561643836,0.39452054794520547,0.0,0,256,254,248,240,53.0,161.0,52.0,162.0,48.0,164.0,43.0,167.0,0.35000000000000003
1927,2252.9494266369397,178.54218611427189,0.4704195974467827,0.06569166544538241,25.390696552622842,16.2430890477478,60.4389301713753,971.8200089591376,964.3989352671615,190.18518876383644,22.459587976628068,832335.8328670638,0.5278639224169608,0.3041095890410959,0.1178082191780822,0.16712328767123288,0.4136986301369863,0.0,0,279,277,272,266,67.0,153.0,67.0,155.0,65.0,158.0,63.0,162.0,0.6000000000000001
1928,1569.566645086851,200.71039254879486,0.5020111181438414,0.09429354303831458,25.107976260772382,18.221913927772636,60.4389301713753,969.8411840791125,964.7061591805448,191.00057698863475,22.96365178385136,755658.1313252327,0.4792352431032678,0.1780821917808219,0.1643835616438356,0.18904109589041096,0.4684931506849315,0.0,0,342,338,330,324,104.0,126.0,103.0,129.0,98.0,132.0,95.0,135.0,0.9500000000000001
1929,2175.8537845274404,186.61180022177246,0.4557239882218343,0.0882412234522915,25.390696552622842,16.447724229319263,59.81608987410446,971.6153737775661,964.3989352671615,192.95941675820424,24.70364535817901,882374.0979220874,0.5595979819394263,0.2465753424657534,0.18356164383561643,0.2493150684931507,0.32054794520547947,0.0,0,327,326,318,310,127.0,164.0,127.0,165.0,124.0,170.0,116.0,170.0,0.25
1930,3345.707466801638,207.086012326485,0.5646775195011442,0.05364385161700656,25.10649986455077,13.709514120974474,59.81608987410446,974.3535838859108,964.706477237374,191.72730007562612,24.218907224881068,817402.737173308,0.5183934152545079,0.2876712328767123,0.1095890410958904,0.2493150684931507,0.35342465753424657,0.0,0,286,284,280,273,86.0,164.0,86.0,166.0,85.0,169.0,82.0,173.0,0.7000000000000001
1931,3797.3405085707386,239.19066032867656,0.4804354782184821,0.048615269303035,25.0111456369489,12.816825000964926,59.9890018256346,975.2462730059204,964.737911340573,191.79098397927106,29.999488307181657,907875.5986049086,0.5757709275779481,0.3643835616438356,0.10684931506849316,0.1780821917808219,0.35342465753424657,0.0,0,280,277,271,262,62.0,147.0,61.0,149.0,59.0,153.0,56.0,159.0,0.15000000000000002
1932,1593.0324376111264,186.61180022177246,0.4832833953848117,0.08971234267895205,25.387776809808866,18.14700322247081,60.42147381498375,969.9160947844143,964.3989352671615,192.13535313330001,21.84194548833226,770993.9587365058,0.48896116104547555,0.21643835616438356,0.14520547945205478,0.1726027397260274,0.4657534246575342,0.0,0,339,334,326,316,88.0,113.0,86.0,116.0,82.0,120.0,77.0,125.0,0.9
1933,5617.4139796282225,159.36433036475563,0.5073381291370959,0.04254626788531931,25.388864674708966,9.863086958243072,59.95728251882475,978.2567461270837,964.400936827888,193.9460652565277,0.0,787229.5990954826,0.49925773661560285,0.3150684931506849,0.12602739726027398,0.15616438356164383,0.3917808219178082,0.010958904109589041,4,264,263,259,255,59.0,159.0,59.0,160.0,57.0,162.0,56.0,165.0,0.8
1934,3283.7747978364127,175.85611591818005,0.526785763605807,0.07174233669469368,25.437808380156923,13.83789618696342,58.61886998227538,974.2252018199217,964.3989352671615,189.71087762754678,18.155332587670472,869450.5777401382,0.5514019392060744,0.336986301369863,0.10684931506849316,0.19452054794520549,0.36164383561643837,0.0,0,268,266,264,260,55.0,151.0,54.0,152.0,53.0,153.0,51.0,155.0,0.35000000000000003
1935,2506.709610818529,188.71809469755024,0.4927985318474458,0.05904154169324495,25.43046119071941,15.597214887284807,59.95728251882475,972.4658831196003,964.3989352671615,192.13535313330001,20.16962775187845,821986.2225520584,0.5213002426129238,0.28493150684931506,0.11232876712328767,0.18082191780821918,0.4246575342465753,0.0,0,291,289,284,277,78.0,152.0,77.0,153.0,74.0,155.0,70.0,158.0,0.65
1936,3636.513615673937,207.086012326485,0.5415999598712469,0.04986821409955871,25.114306382275856,13.126359286382993,59.59537429410282,974.9367387205024,964.706477237374,190.98380375691872,23.433441687125892,841449.3754295683,0.5336436931948049,0.3917808219178082,0.06575342465753424,0.16712328767123288,0.37534246575342467,0.0,0,243,241,236,232,44.0,165.0,43.0,166.0,42.0,170.0,41.0,173.0,0.55
1937,3248.5622941414613,228.0119559096817,0.5518389945518429,0.045558615350214125,25.05387625617737,13.911582053826306,58.690811765272684,974.151515953059,964.7217977917876,194.04487954898042,26.738536587657,852722.8497403472,0.5407932837013871,0.29863013698630136,0.1178082191780822,0.2136986301369863,0.3698630136986301,0.0,0,306,304,295,284,85.0,143.0,85.0,145.0,81.0,150.0,74.0,154.0,0.45
1938,2891.117890135454,219.11865300258486,0.4933302990921714,0.07023525701333608,25.08289780058989,14.690018725119176,60.27212469777457,973.3730792817661,964.712698544002,190.83167789654945,26.0075071542988,829393.9926347701,0.5259982195806507,0.3041095890410959,0.1095890410958904,0.17534246575342466,0.410958904109589,0.0,0,287,284,281,273,55.0,132.0,52.0,132.0,52.0,135.0,51.0,142.0,0.6000000000000001
1939,5331.4830933361045,216.96545287729182,0.5376639346851675,0.04611648782352185,25.089208910247145,10.263318630558118,60.3086134378872,977.8332662721973,964.7110439438901,191.34247142347482,25.43351180903408,895059.3706176371,0.5676429291080904,0.4191780821917808,0.1178082191780822,0.17534246575342466,0.29041095890410956,0.0,0,261,257,250,244,62.0,166.0,61.0,169.0,58.0,173.0,55.0,176.0,0.2
1940,3345.707466801638,228.0119559096817,0.5175167220035656,0.054696951785489084,25.09743000671225,13.709514120974474,59.67630585524572,974.3535838859108,964.7217977917876,191.34247142347482,23.40194140893197,872874.6924582643,0.5535734985148809,0.3643835616438356,0.057534246575342465,0.19726027397260273,0.38082191780821917,0.0,0,275,271,262,256,54.0,143.0,52.0,145.0,48.0,150.0,45.0,153.0,0.30000000000000004
1941,2175.8537845274404,188.71809469755024,0.4822007139582534,0.06801927641114136,25.426532901455307,16.447724229319263,59.59537429410282,971.6153737775661,964.3989352671615,191.00057698863475,20.588278280428646,763893.4203294533,0.4844580291282682,0.22465753424657534,0.10410958904109589,0.21643835616438356,0.4547945205479452,0.0,0,320,319,315,309,97.0,141.0,97.0,142.0,95.0,144.0,92.0,147.0,0.9
1942,1683.4305970646826,169.35749394086503,0.4349226338728021,0.0879157122711566,25.39060847359888,17.863624290685447,60.890661127323725,970.1994737161998,964.400936827888,194.04487954898042,25.438080309186073,822014.5990676123,0.5213182388810327,0.25205479452054796,0.0958904109589041,0.2493150684931507,0.40273972602739727,0.0,0,307,305,297,288,92.0,149.0,92.0,151.0,90.0,157.0,85.0,161.0,0.65
1943,2549.2628477944536,175.85611591818005,0.44967320161789376,0.08122685659800663,25.390696552622842,15.492787807076935,59.95728251882475,972.5703101998083,964.3989352671615,190.91527791074074,21.88791080094233,852138.0497639226,0.5404224059892964,0.3561643835616438,0.08493150684931507,0.14794520547945206,0.4136986301369863,0.0,0,262,260,255,248,50.0,153.0,49.0,154.0,46.0,156.0,42.0,159.0,0.45
1944,3908.489300711898,193.1228452527196,0.5486383330760718,0.05949237856370725,25.390696552622842,12.607908746418572,59.67630585524572,975.4551892604668,964.3989352671615,190.98380375691872,25.27925496961329,808307.0719604588,0.5126249822174396,0.3041095890410959,0.1095890410958904,0.2191780821917808,0.36712328767123287,0.0,0,279,277,275,268,67.0,152.0,66.0,153.0,66.0,155.0,57.0,158.0,0.75
1945,1569.566645086851,198.9070898288772,0.4793219841421505,0.09633965920654734,25.390696552622842,18.22333924948209,59.67630585524572,969.8411840791125,964.3989352671615,192.72008519220054,22.1886584807462,879389.2360088907,0.5577049949320717,0.3041095890410959,0.12876712328767123,0.14246575342465753,0.4246575342465753,0.0,0,333,323,309,287,107.0,144.0,105.0,146.0,95.0,150.0,77.0,154.0,0.25
1946,4795.818222324392,198.04704669313716,0.4809859877343982,0.04627894159646224,25.390696552622842,11.06752844616365,59.95728251882475,976.9955695607216,964.3989352671615,188.98138254596668,27.493414635453163,840000.9399676531,0.5327251014508201,0.36164383561643837,0.1178082191780822,0.18356164383561643,0.336986301369863,0.0,0,257,255,251,246,64.0,171.0,64.0,173.0,63.0,176.0,61.0,179.0,0.55
1947,6156.058548586993,261.0754653463963,0.4884650965451478,0.03882354238733774,24.934805245831477,9.14842501633673,59.95728251882475,979.0152036429583,964.7819863586226,192.72932916394183,0.0,763467.5148594436,0.48418792165109314,0.3232876712328767,0.10410958904109589,0.1726027397260274,0.3150684931506849,0.08767123287671233,32,239,238,234,228,51.0,177.0,51.0,178.0,49.0,180.0,47.0,184.0,0.9
1948,916.553878264532,198.04704669313716,0.4594867811434695,0.13366346443186106,25.426532901455307,21.397857530295912,60.06256498413325,967.49194957772,964.3989352671615,153.064229393562,22.81323452774082,649087.2198348424,0.4116484144056585,0.0,0.19726027397260273,0.3452054794520548,0.4575342465753425,0.0,0,365,365,365,365,,,,,,,,,1.0
1949,5256.888969216421,169.35749394086503,0.5385210176452115,0.030816705650176083,25.39011015380491,10.370318239285735,59.81608987410446,977.7202016390196,964.3989352671615,189.0619119067306,20.274338746897087,755212.6087244467,0.478952694523368,0.36164383561643837,0.07123287671232877,0.1643835616438356,0.40273972602739727,0.0,0,246,244,242,239,42.0,160.0,42.0,162.0,42.0,164.0,42.0,167.0,0.9500000000000001
1950,4476.342208292831,198.04704669313716,0.5074346050645181,0.05311034692185192,25.390696552622842,11.598080035843351,59.030407261918604,976.465017971042,964.3989352671615,191.09853766163346,27.38370933245141,850813.7885284484,0.5395825650231154,0.3698630136986301,0.09315068493150686,0.2054794520547945,0.3315068493150685,0.0,0,250,249,244,239,59.0,173.0,59.0,174.0,57.0,177.0,55.0,180.0,0.5
1951,6156.058548586993,256.6659042898363,0.4804354782184821,0.03912965898499423,24.973422004227967,9.14842501633673,58.69459277432766,979.0152036429583,964.7719313521898,190.59964060267154,0.0,808046.0562028488,0.5124594471098737,0.39452054794520547,0.0410958904109589,0.16712328767123288,0.3452054794520548,0.0547945205479452,20,231,229,226,218,10.0,144.0,10.0,146.0,9.0,148.0,6.0,153.0,0.75
1952,5888.375322344647,219.11865300258486,0.482598859075883,0.04457299367439108,25.08289780058989,9.49748459746884,59.535459794653775,978.6443795417504,964.712698544002,192.55933084319815,0.0,818830.534893882,0.5192989186287937,0.3506849315068493,0.10136986301369863,0.24383561643835616,0.27671232876712326,0.0273972602739726,10,252,249,244,239,62.0,174.0,61.0,176.0,59.0,179.0,57.0,182.0,0.65
1953,3825.6459193409837,258.928656488806,0.5329653421577384,0.057647614419445874,25.01638197096995,12.76324314364986,59.9890018256346,975.2998548632353,964.7770231786187,192.94041824776016,25.908184339897076,904914.4309939456,0.5738929673984942,0.3726027397260274,0.1232876712328767,0.18356164383561643,0.32054794520547947,0.0,0,267,266,260,254,62.0,159.0,62.0,160.0,59.0,163.0,56.0,166.0,0.2
1954,3797.3405085707386,213.83113399243985,0.4763460019098563,0.060514892992011036,25.09787118591182,12.816825000964926,59.95728251882475,975.2462730059204,964.7090436038727,189.71087762754678,25.111851191043453,918452.7897518663,0.582478938198799,0.4465753424657534,0.09041095890410959,0.1506849315068493,0.31232876712328766,0.0,0,232,229,223,218,37.0,169.0,36.0,171.0,33.0,174.0,31.0,177.0,0.15000000000000002
1955,5693.519049852624,250.88887595387268,0.4384411209216949,0.04983508317464204,24.990592002528768,9.759100943542947,59.9890018256346,978.3669200167288,964.7596093965236,191.79098397927106,0.0,856287.87097925,0.5430542053394533,0.4136986301369863,0.11506849315068493,0.20821917808219179,0.23013698630136986,0.03561643835616438,13,227,226,223,216,56.0,194.0,56.0,195.0,55.0,197.0,53.0,202.0,0.4
1956,9125.046264119264,289.709002353605,0.5017537083122143,0.026191648029202395,24.86130040353292,6.702422375655559,60.3086134378872,981.9506867346183,964.8589372335704,189.26706719728128,0.0,787027.377604646,0.4991294885874214,0.2410958904109589,0.12602739726027398,0.27945205479452057,0.27945205479452057,0.07397260273972603,27,270,268,264,258,58.0,152.0,58.0,154.0,57.0,157.0,56.0,162.0,0.8500000000000001
1957,9912.101075056224,282.51762710592146,0.4323026852157319,0.019874696445110914,24.82805781300787,6.476952986136624,60.3086134378872,982.3650492787621,964.837907278938,190.11977867165044,0.0,739248.659763977,0.46882842450784945,0.2876712328767123,0.09041095890410959,0.2136986301369863,0.24383561643835616,0.1643835616438356,60,221,218,212,207,12.0,155.0,10.0,156.0,6.0,159.0,6.0,163.0,0.9500000000000001
1958,4501.327502375012,244.4626045006759,0.4826914130323509,0.0527967492517042,25.037177893466893,11.555677345610164,59.904916911102966,976.5074206612752,964.7471215506243,191.4822645370434,27.417612296859108,944582.7472212837,0.5990504485167959,0.34794520547945207,0.1863013698630137,0.1917808219178082,0.273972602739726,0.0,0,282,279,274,266,69.0,151.0,67.0,152.0,66.0,156.0,61.0,159.0,0.1
1959,4795.818222324392,198.9070898288772,0.5319977978892261,0.043696969833910616,25.437808380156923,11.06752844616365,59.030407261918604,976.9955695607216,964.3989352671615,191.72730007562612,21.727729113748307,824459.5791373438,0.5228688350693453,0.3232876712328767,0.1232876712328767,0.19452054794520549,0.36164383561643837,0.0,0,273,271,267,259,70.0,162.0,70.0,164.0,69.0,167.0,66.0,172.0,0.6000000000000001
1960,6109.560283746436,207.086012326485,0.4684044031282663,0.034368436298426376,25.114306382275856,9.208231509449616,59.05078873270839,978.9516165154263,964.706477237374,190.18518876383644,0.0,808988.7698277498,0.5130573121687911,0.3178082191780822,0.1232876712328767,0.2191780821917808,0.27945205479452057,0.06027397260273973,22,253,251,245,239,67.0,178.0,66.0,179.0,64.0,183.0,62.0,187.0,0.7000000000000001
1961,5632.210260458824,266.40022953190976,0.41882087381158106,0.045464152162914086,24.915815324715144,9.842788742000225,58.92556139769779,978.2782473845323,964.7948299726623,191.74612257819896,0.0,878449.5997003417,0.5571090814943821,0.4383561643835616,0.07671232876712329,0.27123287671232876,0.18356164383561643,0.030136986301369864,11,221,221,215,206,35.0,178.0,35.0,178.0,32.0,181.0,28.0,186.0,0.30000000000000004
1962,7034.53654195357,282.51762710592146,0.4247522578653459,0.037877433075602734,24.854163524217157,7.948141823616267,57.670821305309204,980.2869132458857,964.837907278938,192.4698160524436,0.0,818350.9641571001,0.5189947768626967,0.4,0.07397260273972603,0.2219178082191781,0.1780821917808219,0.12602739726027398,46,210,209,203,188,15.0,169.0,15.0,170.0,13.0,174.0,2.0,178.0,0.65
1963,2454.2146867348292,289.709002353605,0.515823828316939,0.0645001157306977,24.86130040353292,15.727518751511257,59.904916911102966,972.335579255374,964.8589372335704,192.62453472053082,33.01898832215489,1027123.7177807398,0.6513975886483636,0.41643835616438357,0.14520547945205478,0.18904109589041096,0.25205479452054796,0.0,0,271,266,259,249,51.0,145.0,48.0,147.0,43.0,149.0,37.0,153.0,0.0
1964,2758.936868602477,262.6513991364098,0.482598859075883,0.0683594161576421,24.934805245831477,14.993113408691627,59.81608987410446,973.0699845981936,964.7857096405304,191.79098397927106,32.22812806935461,894320.1598612369,0.5671741247217383,0.336986301369863,0.11232876712328767,0.22465753424657534,0.32602739726027397,0.0,0,275,273,268,262,59.0,148.0,59.0,150.0,57.0,153.0,54.0,156.0,0.25
1965,5461.037923581307,247.00311013724087,0.4707114397978658,0.03382880477972711,24.998364912679296,10.080063875543672,60.27212469777457,978.0270547417942,964.7518984297811,191.63679213503417,30.488452569114237,863403.5879357341,0.5475669634295625,0.35342465753424657,0.10136986301369863,0.2219178082191781,0.3232876712328767,0.0,0,265,263,259,250,61.0,160.0,61.0,162.0,60.0,165.0,55.0,169.0,0.4
1966,3445.6562723883435,266.40022953190976,0.4913147177300279,0.04480158262252272,24.915815324715144,13.505512566058956,59.34827259134915,974.5575854408264,964.7948299726623,192.1045146758344,30.81857733078741,894975.0370385754,0.5675894451031046,0.33972602739726027,0.12054794520547946,0.18356164383561643,0.3561643835616438,0.0,0,279,276,271,263,87.0,172.0,86.0,174.0,84.0,177.0,80.0,181.0,0.25
1967,5594.069795175452,256.6659042898363,0.44743459125932505,0.03699771557808741,24.963932596862477,9.895192161888259,59.62234724269891,978.2227428778333,964.7719313521898,189.5130494732967,0.0,874578.2646585694,0.5546538969169009,0.4547945205479452,0.09041095890410959,0.2465753424657534,0.20273972602739726,0.00821917808219178,3,216,216,214,207,18.0,167.0,18.0,167.0,17.0,168.0,16.0,174.0,0.30000000000000004
1968,8571.63865618811,280.8790272711299,0.3916276735529208,0.034860950337764804,24.83741175702703,6.919692062107017,59.535459794653775,981.6005992222632,964.8332623654164,190.91527791074074,0.0,793258.0118004527,0.5030809308729406,0.2821917808219178,0.14794520547945206,0.2684931506849315,0.13972602739726028,0.16164383561643836,59,234,232,227,218,48.0,178.0,48.0,180.0,46.0,183.0,42.0,188.0,0.8
1969,4990.690795553161,335.8283516156156,0.4347459030710711,0.0419374801059182,24.59600173267688,10.7556587812705,59.05078873270839,977.3074392256148,965.0139789006732,193.0149975345725,41.31895047908493,987304.1963266936,0.6261442138043466,0.4383561643835616,0.14520547945205478,0.3150684931506849,0.10136986301369863,0.0,0,237,233,227,220,24.0,151.0,22.0,153.0,19.0,156.0,16.0,160.0,0.05
